Genus,average,overall,sd,ratio,ava,avb,ord,cusum,p,cumulative
UBA5232,0,0.7244038803945835,0,NA,0,0,7081,0.9999999999999967,NA,0.724403880394581
UBA5614,0,0.7244038803945835,0,NA,0,0,7082,0.9999999999999967,NA,0.724403880394581
UBA6,0,0.7244038803945835,0,NA,0,0,7083,0.9999999999999967,NA,0.724403880394581
UBA7708,0,0.7244038803945835,0,NA,0,0,7084,0.9999999999999967,NA,0.724403880394581
UBA9949,0,0.7244038803945835,0,NA,0,0,7085,0.9999999999999967,NA,0.724403880394581
Marinarcus,0,0.7244038803945835,0,NA,0,0,7095,0.9999999999999967,NA,0.724403880394581
BCD5,0,0.7244038803945835,0,NA,0,0,7096,0.9999999999999967,NA,0.724403880394581
JABWBI01,0,0.7244038803945835,0,NA,0,0,7097,0.9999999999999967,NA,0.724403880394581
JADLDD01,0,0.7244038803945835,0,NA,0,0,7099,0.9999999999999967,NA,0.724403880394581
JAGNKE01,0,0.7244038803945835,0,NA,0,0,7101,0.9999999999999967,NA,0.724403880394581
OLB16,0,0.7244038803945835,0,NA,0,0,7102,0.9999999999999967,NA,0.724403880394581
Muriiphilus,0,0.7244038803945835,0,NA,0,0,7107,0.9999999999999967,NA,0.724403880394581
Fulvimonas,0,0.7244038803945835,0,NA,0,0,7108,0.9999999999999967,NA,0.724403880394581
2-02-FULL-62-14,0,0.7244038803945835,0,NA,0,0,7109,0.9999999999999967,NA,0.724403880394581
2-12-FULL-57-22,0,0.7244038803945835,0,NA,0,0,7110,0.9999999999999967,NA,0.724403880394581
40CM-3-62-11,0,0.7244038803945835,0,NA,0,0,7113,0.9999999999999967,NA,0.724403880394581
Allopseudarcicella,0,0.7244038803945835,0,NA,0,0,7116,0.9999999999999967,NA,0.724403880394581
Ameyamaea,0,0.7244038803945835,0,NA,0,0,7117,0.9999999999999967,NA,0.724403880394581
BA9,0,0.7244038803945835,0,NA,0,0,7119,0.9999999999999967,NA,0.724403880394581
Bacillus_AD,0,0.7244038803945835,0,NA,0,0,7120,0.9999999999999967,NA,0.724403880394581
Buttiauxella,0,0.7244038803945835,0,NA,0,0,7121,0.9999999999999967,NA,0.724403880394581
CAILAF01,0,0.7244038803945835,0,NA,0,0,7122,0.9999999999999967,NA,0.724403880394581
CAIUEQ01,0,0.7244038803945835,0,NA,0,0,7124,0.9999999999999967,NA,0.724403880394581
CALBXV01,0,0.7244038803945835,0,NA,0,0,7129,0.9999999999999967,NA,0.724403880394581
CALKJU01,0,0.7244038803945835,0,NA,0,0,7132,0.9999999999999967,NA,0.724403880394581
CAMBFX01,0,0.7244038803945835,0,NA,0,0,7133,0.9999999999999967,NA,0.724403880394581
CAMFLX01,0,0.7244038803945835,0,NA,0,0,7141,0.9999999999999967,NA,0.724403880394581
CANKTP01,0,0.7244038803945835,0,NA,0,0,7142,0.9999999999999967,NA,0.724403880394581
CANLOV01,0,0.7244038803945835,0,NA,0,0,7145,0.9999999999999967,NA,0.724403880394581
CSP1-5,0,0.7244038803945835,0,NA,0,0,7146,0.9999999999999967,NA,0.724403880394581
Carnobacterium,0,0.7244038803945835,0,NA,0,0,7148,0.9999999999999967,NA,0.724403880394581
Cesiribacter,0,0.7244038803945835,0,NA,0,0,7149,0.9999999999999967,NA,0.724403880394581
Clostridium_G,0,0.7244038803945835,0,NA,0,0,7152,0.9999999999999967,NA,0.724403880394581
Dolichospermum,0,0.7244038803945835,0,NA,0,0,7163,0.9999999999999967,NA,0.724403880394581
Ferdinandcohnia,0,0.7244038803945835,0,NA,0,0,7165,0.9999999999999967,NA,0.724403880394581
Fischerella,0,0.7244038803945835,0,NA,0,0,7167,0.9999999999999967,NA,0.724403880394581
Geothermobacter_A,0,0.7244038803945835,0,NA,0,0,7169,0.9999999999999967,NA,0.724403880394581
Gluconobacter_A,0,0.7244038803945835,0,NA,0,0,7170,0.9999999999999967,NA,0.724403880394581
IH12,0,0.7244038803945835,0,NA,0,0,7172,0.9999999999999967,NA,0.724403880394581
Inordinaticella,0,0.7244038803945835,0,NA,0,0,7174,0.9999999999999967,NA,0.724403880394581
J111,0,0.7244038803945835,0,NA,0,0,7176,0.9999999999999967,NA,0.724403880394581
JAABSP01,0,0.7244038803945835,0,NA,0,0,7178,0.9999999999999967,NA,0.724403880394581
JABLTI01,0,0.7244038803945835,0,NA,0,0,7183,0.9999999999999967,NA,0.724403880394581
JABMMZ01,0,0.7244038803945835,0,NA,0,0,7185,0.9999999999999967,NA,0.724403880394581
JABWCC01,0,0.7244038803945835,0,NA,0,0,7186,0.9999999999999967,NA,0.724403880394581
JABWCM01,0,0.7244038803945835,0,NA,0,0,7188,0.9999999999999967,NA,0.724403880394581
JACCRA01,0,0.7244038803945835,0,NA,0,0,7189,0.9999999999999967,NA,0.724403880394581
JACKDJ01,0,0.7244038803945835,0,NA,0,0,7190,0.9999999999999967,NA,0.724403880394581
JACPCG01,0,0.7244038803945835,0,NA,0,0,7191,0.9999999999999967,NA,0.724403880394581
JADFXV01,0,0.7244038803945835,0,NA,0,0,7192,0.9999999999999967,NA,0.724403880394581
JADKAC01,0,0.7244038803945835,0,NA,0,0,7195,0.9999999999999967,NA,0.724403880394581
JAEUIV01,0,0.7244038803945835,0,NA,0,0,7197,0.9999999999999967,NA,0.724403880394581
JAFGPJ01,0,0.7244038803945835,0,NA,0,0,7198,0.9999999999999967,NA,0.724403880394581
JAGNPU01,0,0.7244038803945835,0,NA,0,0,7199,0.9999999999999967,NA,0.724403880394581
JAHDHI01,0,0.7244038803945835,0,NA,0,0,7201,0.9999999999999967,NA,0.724403880394581
JAHEFT01,0,0.7244038803945835,0,NA,0,0,7203,0.9999999999999967,NA,0.724403880394581
JAITXE01,0,0.7244038803945835,0,NA,0,0,7206,0.9999999999999967,NA,0.724403880394581
JAJTFW01,0,0.7244038803945835,0,NA,0,0,7208,0.9999999999999967,NA,0.724403880394581
JAKEHZ01,0,0.7244038803945835,0,NA,0,0,7209,0.9999999999999967,NA,0.724403880394581
JAKJGF01,0,0.7244038803945835,0,NA,0,0,7210,0.9999999999999967,NA,0.724403880394581
JALGVE01,0,0.7244038803945835,0,NA,0,0,7214,0.9999999999999967,NA,0.724403880394581
JAMLGR01,0,0.7244038803945835,0,NA,0,0,7215,0.9999999999999967,NA,0.724403880394581
JANQOH01,0,0.7244038803945835,0,NA,0,0,7216,0.9999999999999967,NA,0.724403880394581
JANSWY01,0,0.7244038803945835,0,NA,0,0,7217,0.9999999999999967,NA,0.724403880394581
JANXTZ01,0,0.7244038803945835,0,NA,0,0,7218,0.9999999999999967,NA,0.724403880394581
JANXZS01,0,0.7244038803945835,0,NA,0,0,7220,0.9999999999999967,NA,0.724403880394581
JAOZMU01,0,0.7244038803945835,0,NA,0,0,7221,0.9999999999999967,NA,0.724403880394581
JASJCP01,0,0.7244038803945835,0,NA,0,0,7224,0.9999999999999967,NA,0.724403880394581
JAUZPB01,0,0.7244038803945835,0,NA,0,0,7225,0.9999999999999967,NA,0.724403880394581
JGM124,0,0.7244038803945835,0,NA,0,0,7227,0.9999999999999967,NA,0.724403880394581
Jiulongibacter,0,0.7244038803945835,0,NA,0,0,7228,0.9999999999999967,NA,0.724403880394581
Joostella,0,0.7244038803945835,0,NA,0,0,7229,0.9999999999999967,NA,0.724403880394581
Kiloniella,0,0.7244038803945835,0,NA,0,0,7230,0.9999999999999967,NA,0.724403880394581
Lacrimispora,0,0.7244038803945835,0,NA,0,0,7234,0.9999999999999967,NA,0.724403880394581
Limnoraphis,0,0.7244038803945835,0,NA,0,0,7235,0.9999999999999967,NA,0.724403880394581
MGBC113645,0,0.7244038803945835,0,NA,0,0,7236,0.9999999999999967,NA,0.724403880394581
Maribacter_A,0,0.7244038803945835,0,NA,0,0,7238,0.9999999999999967,NA,0.724403880394581
Marivirga,0,0.7244038803945835,0,NA,0,0,7278,0.9999999999999967,NA,0.724403880394581
Methylophilus,0,0.7244038803945835,0,NA,0,0,7287,0.9999999999999967,NA,0.724403880394581
Microcystis,0,0.7244038803945835,0,NA,0,0,7294,0.9999999999999967,NA,0.724403880394581
NIES-981,0,0.7244038803945835,0,NA,0,0,7295,0.9999999999999967,NA,0.724403880394581
NS-7,0,0.7244038803945835,0,NA,0,0,7296,0.9999999999999967,NA,0.724403880394581
OESV01,0,0.7244038803945835,0,NA,0,0,7298,0.9999999999999967,NA,0.724403880394581
PCC-10605,0,0.7244038803945835,0,NA,0,0,7301,0.9999999999999967,NA,0.724403880394581
PCC9605,0,0.7244038803945835,0,NA,0,0,7306,0.9999999999999967,NA,0.724403880394581
Palsa-948,0,0.7244038803945835,0,NA,0,0,7307,0.9999999999999967,NA,0.724403880394581
Paramuribaculum,0,0.7244038803945835,0,NA,0,0,7310,0.9999999999999967,NA,0.724403880394581
Prolixibacter,0,0.7244038803945835,0,NA,0,0,7312,0.9999999999999967,NA,0.724403880394581
Pseudanabaena,0,0.7244038803945835,0,NA,0,0,7313,0.9999999999999967,NA,0.724403880394581
Pukyongiella,0,0.7244038803945835,0,NA,0,0,7319,0.9999999999999967,NA,0.724403880394581
Pusillimonas_D,0,0.7244038803945835,0,NA,0,0,7320,0.9999999999999967,NA,0.724403880394581
RUG12783,0,0.7244038803945835,0,NA,0,0,7322,0.9999999999999967,NA,0.724403880394581
SXHM01,0,0.7244038803945835,0,NA,0,0,7324,0.9999999999999967,NA,0.724403880394581
Spelaeicoccus,0,0.7244038803945835,0,NA,0,0,7328,0.9999999999999967,NA,0.724403880394581
Stoquefichus,0,0.7244038803945835,0,NA,0,0,7334,0.9999999999999967,NA,0.724403880394581
Sulfuriroseicoccus,0,0.7244038803945835,0,NA,0,0,7335,0.9999999999999967,NA,0.724403880394581
TH5893,0,0.7244038803945835,0,NA,0,0,7336,0.9999999999999967,NA,0.724403880394581
TH5896,0,0.7244038803945835,0,NA,0,0,7337,0.9999999999999967,NA,0.724403880394581
TMED88,0,0.7244038803945835,0,NA,0,0,7339,0.9999999999999967,NA,0.724403880394581
Terrimonas,0,0.7244038803945835,0,NA,0,0,7341,0.9999999999999967,NA,0.724403880394581
Thermoleptolyngbya,0,0.7244038803945835,0,NA,0,0,7345,0.9999999999999967,NA,0.724403880394581
Tissierella_C,0,0.7244038803945835,0,NA,0,0,7347,0.9999999999999967,NA,0.724403880394581
Trabulsiella,0,0.7244038803945835,0,NA,0,0,7348,0.9999999999999967,NA,0.724403880394581
Tunicatimonas,0,0.7244038803945835,0,NA,0,0,7349,0.9999999999999967,NA,0.724403880394581
UBA952,0,0.7244038803945835,0,NA,0,0,7351,0.9999999999999967,NA,0.724403880394581
WS-2,0,0.7244038803945835,0,NA,0,0,7353,0.9999999999999967,NA,0.724403880394581
Weissella,0,0.7244038803945835,0,NA,0,0,7355,0.9999999999999967,NA,0.724403880394581
Haploplasma,0,0.7244038803945835,0,NA,0,0,7356,0.9999999999999967,NA,0.724403880394581
JAAYBQ01,0,0.7244038803945835,0,NA,0,0,7357,0.9999999999999967,NA,0.724403880394581
Marinomonas,0,0.7244038803945835,0,NA,0,0,7358,0.9999999999999967,NA,0.724403880394581
Pasteurella,0,0.7244038803945835,0,NA,0,0,7435,0.9999999999999967,NA,0.724403880394581
4484-276,0,0.7244038803945835,0,NA,0,0,7597,0.9999999999999967,NA,0.724403880394581
4572-123,0,0.7244038803945835,0,NA,0,0,7598,0.9999999999999967,NA,0.724403880394581
4572-13,0,0.7244038803945835,0,NA,0,0,7599,0.9999999999999967,NA,0.724403880394581
AUK083,0,0.7244038803945835,0,NA,0,0,7679,0.9999999999999967,NA,0.724403880394581
AV69,0,0.7244038803945835,0,NA,0,0,7683,0.9999999999999967,NA,0.724403880394581
Altericroceibacterium,0,0.7244038803945835,0,NA,0,0,7684,0.9999999999999967,NA,0.724403880394581
Amphiplicatus,0,0.7244038803945835,0,NA,0,0,7685,0.9999999999999967,NA,0.724403880394581
Arctic96AD-7,0,0.7244038803945835,0,NA,0,0,7687,0.9999999999999967,NA,0.724403880394581
Arenivirga,0,0.7244038803945835,0,NA,0,0,7688,0.9999999999999967,NA,0.724403880394581
Arthrospiribacter,0,0.7244038803945835,0,NA,0,0,7689,0.9999999999999967,NA,0.724403880394581
B1,0,0.7244038803945835,0,NA,0,0,7690,0.9999999999999967,NA,0.724403880394581
Bacteroides_H,0,0.7244038803945835,0,NA,0,0,7693,0.9999999999999967,NA,0.724403880394581
Brevibacillus_E,0,0.7244038803945835,0,NA,0,0,7696,0.9999999999999967,NA,0.724403880394581
Breznakibacter,0,0.7244038803945835,0,NA,0,0,7697,0.9999999999999967,NA,0.724403880394581
Bu05,0,0.7244038803945835,0,NA,0,0,7698,0.9999999999999967,NA,0.724403880394581
CAFBRK01,0,0.7244038803945835,0,NA,0,0,7699,0.9999999999999967,NA,0.724403880394581
CAIMGI01,0,0.7244038803945835,0,NA,0,0,7700,0.9999999999999967,NA,0.724403880394581
CAIODY01,0,0.7244038803945835,0,NA,0,0,7701,0.9999999999999967,NA,0.724403880394581
CAJCJE01,0,0.7244038803945835,0,NA,0,0,7703,0.9999999999999967,NA,0.724403880394581
CAJWBT01,0,0.7244038803945835,0,NA,0,0,7705,0.9999999999999967,NA,0.724403880394581
CAKMZU01,0,0.7244038803945835,0,NA,0,0,7706,0.9999999999999967,NA,0.724403880394581
CALCYJ01,0,0.7244038803945835,0,NA,0,0,7707,0.9999999999999967,NA,0.724403880394581
CALFPJ01,0,0.7244038803945835,0,NA,0,0,7708,0.9999999999999967,NA,0.724403880394581
CALGOL01,0,0.7244038803945835,0,NA,0,0,7713,0.9999999999999967,NA,0.724403880394581
CAMLDH01,0,0.7244038803945835,0,NA,0,0,7714,0.9999999999999967,NA,0.724403880394581
Chengkuizengella,0,0.7244038803945835,0,NA,0,0,7715,0.9999999999999967,NA,0.724403880394581
Choladousia,0,0.7244038803945835,0,NA,0,0,7717,0.9999999999999967,NA,0.724403880394581
Chromohalobacter,0,0.7244038803945835,0,NA,0,0,7718,0.9999999999999967,NA,0.724403880394581
Coleofasciculus,0,0.7244038803945835,0,NA,0,0,7719,0.9999999999999967,NA,0.724403880394581
Convivina,0,0.7244038803945835,0,NA,0,0,7721,0.9999999999999967,NA,0.724403880394581
Cyanosarcina,0,0.7244038803945835,0,NA,0,0,7724,0.9999999999999967,NA,0.724403880394581
DRLW01,0,0.7244038803945835,0,NA,0,0,7727,0.9999999999999967,NA,0.724403880394581
DSSM01,0,0.7244038803945835,0,NA,0,0,7728,0.9999999999999967,NA,0.724403880394581
Desertibacillus,0,0.7244038803945835,0,NA,0,0,7729,0.9999999999999967,NA,0.724403880394581
Desulfatiglans,0,0.7244038803945835,0,NA,0,0,7735,0.9999999999999967,NA,0.724403880394581
Enterobacter_D,0,0.7244038803945835,0,NA,0,0,7736,0.9999999999999967,NA,0.724403880394581
Enterovibrio,0,0.7244038803945835,0,NA,0,0,7738,0.9999999999999967,NA,0.724403880394581
FACHB-1407,0,0.7244038803945835,0,NA,0,0,7740,0.9999999999999967,NA,0.724403880394581
FACHB-68,0,0.7244038803945835,0,NA,0,0,7744,0.9999999999999967,NA,0.724403880394581
Fen-1262,0,0.7244038803945835,0,NA,0,0,7746,0.9999999999999967,NA,0.724403880394581
Fimicola,0,0.7244038803945835,0,NA,0,0,7747,0.9999999999999967,NA,0.724403880394581
G025736875,0,0.7244038803945835,0,NA,0,0,7748,0.9999999999999967,NA,0.724403880394581
GCA-002793235,0,0.7244038803945835,0,NA,0,0,7750,0.9999999999999967,NA,0.724403880394581
GCA-2786225,0,0.7244038803945835,0,NA,0,0,7751,0.9999999999999967,NA,0.724403880394581
GRL18,0,0.7244038803945835,0,NA,0,0,7753,0.9999999999999967,NA,0.724403880394581
Geitlerinema,0,0.7244038803945835,0,NA,0,0,7755,0.9999999999999967,NA,0.724403880394581
Gordonibacter,0,0.7244038803945835,0,NA,0,0,7757,0.9999999999999967,NA,0.724403880394581
Halanaerobium,0,0.7244038803945835,0,NA,0,0,7759,0.9999999999999967,NA,0.724403880394581
Halorubrum,0,0.7244038803945835,0,NA,0,0,7760,0.9999999999999967,NA,0.724403880394581
Hinthialibacter,0,0.7244038803945835,0,NA,0,0,7761,0.9999999999999967,NA,0.724403880394581
IH3,0,0.7244038803945835,0,NA,0,0,7762,0.9999999999999967,NA,0.724403880394581
JAAUQQ01,0,0.7244038803945835,0,NA,0,0,7765,0.9999999999999967,NA,0.724403880394581
JABAAE01,0,0.7244038803945835,0,NA,0,0,7766,0.9999999999999967,NA,0.724403880394581
JABDJM01,0,0.7244038803945835,0,NA,0,0,7767,0.9999999999999967,NA,0.724403880394581
JABDPF01,0,0.7244038803945835,0,NA,0,0,7770,0.9999999999999967,NA,0.724403880394581
JABURQ01,0,0.7244038803945835,0,NA,0,0,7776,0.9999999999999967,NA,0.724403880394581
JACKAO01,0,0.7244038803945835,0,NA,0,0,7777,0.9999999999999967,NA,0.724403880394581
JACKOY01,0,0.7244038803945835,0,NA,0,0,7778,0.9999999999999967,NA,0.724403880394581
JACMLW01,0,0.7244038803945835,0,NA,0,0,7780,0.9999999999999967,NA,0.724403880394581
JACRGO01,0,0.7244038803945835,0,NA,0,0,7781,0.9999999999999967,NA,0.724403880394581
JADFGU01,0,0.7244038803945835,0,NA,0,0,7783,0.9999999999999967,NA,0.724403880394581
JADGDF01,0,0.7244038803945835,0,NA,0,0,7784,0.9999999999999967,NA,0.724403880394581
JADLCM01,0,0.7244038803945835,0,NA,0,0,7785,0.9999999999999967,NA,0.724403880394581
JADLGW01,0,0.7244038803945835,0,NA,0,0,7786,0.9999999999999967,NA,0.724403880394581
JAERMM01,0,0.7244038803945835,0,NA,0,0,7791,0.9999999999999967,NA,0.724403880394581
JAFAMS01,0,0.7244038803945835,0,NA,0,0,7792,0.9999999999999967,NA,0.724403880394581
JAFAXA01,0,0.7244038803945835,0,NA,0,0,7793,0.9999999999999967,NA,0.724403880394581
JAFDKD01,0,0.7244038803945835,0,NA,0,0,7794,0.9999999999999967,NA,0.724403880394581
JAFDZO01,0,0.7244038803945835,0,NA,0,0,7795,0.9999999999999967,NA,0.724403880394581
JAFGGN01,0,0.7244038803945835,0,NA,0,0,7796,0.9999999999999967,NA,0.724403880394581
JAFGMP01,0,0.7244038803945835,0,NA,0,0,7797,0.9999999999999967,NA,0.724403880394581
JAFGSZ01,0,0.7244038803945835,0,NA,0,0,7799,0.9999999999999967,NA,0.724403880394581
JAGNZR01,0,0.7244038803945835,0,NA,0,0,7802,0.9999999999999967,NA,0.724403880394581
JAHCHG01,0,0.7244038803945835,0,NA,0,0,7803,0.9999999999999967,NA,0.724403880394581
JAHEJC01,0,0.7244038803945835,0,NA,0,0,7806,0.9999999999999967,NA,0.724403880394581
JAHFBI01,0,0.7244038803945835,0,NA,0,0,7809,0.9999999999999967,NA,0.724403880394581
JAIMBT01,0,0.7244038803945835,0,NA,0,0,7810,0.9999999999999967,NA,0.724403880394581
JAJFGI01,0,0.7244038803945835,0,NA,0,0,7811,0.9999999999999967,NA,0.724403880394581
JAJFLO01,0,0.7244038803945835,0,NA,0,0,7812,0.9999999999999967,NA,0.724403880394581
JAJRTS01,0,0.7244038803945835,0,NA,0,0,7817,0.9999999999999967,NA,0.724403880394581
JAKEFC01,0,0.7244038803945835,0,NA,0,0,7818,0.9999999999999967,NA,0.724403880394581
JALHOQ01,0,0.7244038803945835,0,NA,0,0,7819,0.9999999999999967,NA,0.724403880394581
JALONO01,0,0.7244038803945835,0,NA,0,0,7820,0.9999999999999967,NA,0.724403880394581
JALTLT01,0,0.7244038803945835,0,NA,0,0,7821,0.9999999999999967,NA,0.724403880394581
JALYMU01,0,0.7244038803945835,0,NA,0,0,7822,0.9999999999999967,NA,0.724403880394581
JALZND01,0,0.7244038803945835,0,NA,0,0,7824,0.9999999999999967,NA,0.724403880394581
JAMJFX01,0,0.7244038803945835,0,NA,0,0,7825,0.9999999999999967,NA,0.724403880394581
JANQIV01,0,0.7244038803945835,0,NA,0,0,7826,0.9999999999999967,NA,0.724403880394581
JANQQT01,0,0.7244038803945835,0,NA,0,0,7827,0.9999999999999967,NA,0.724403880394581
JANSWO01,0,0.7244038803945835,0,NA,0,0,7828,0.9999999999999967,NA,0.724403880394581
JANWXJ01,0,0.7244038803945835,0,NA,0,0,7829,0.9999999999999967,NA,0.724403880394581
JANYJJ01,0,0.7244038803945835,0,NA,0,0,7831,0.9999999999999967,NA,0.724403880394581
JAOASB01,0,0.7244038803945835,0,NA,0,0,7832,0.9999999999999967,NA,0.724403880394581
JAOSJL01,0,0.7244038803945835,0,NA,0,0,7834,0.9999999999999967,NA,0.724403880394581
JAOUNA01,0,0.7244038803945835,0,NA,0,0,7835,0.9999999999999967,NA,0.724403880394581
JAPULC01,0,0.7244038803945835,0,NA,0,0,7837,0.9999999999999967,NA,0.724403880394581
JAUCGI01,0,0.7244038803945835,0,NA,0,0,7838,0.9999999999999967,NA,0.724403880394581
JAUHYI01,0,0.7244038803945835,0,NA,0,0,7839,0.9999999999999967,NA,0.724403880394581
JOPF099,0,0.7244038803945835,0,NA,0,0,7840,0.9999999999999967,NA,0.724403880394581
Kushneria,0,0.7244038803945835,0,NA,0,0,7841,0.9999999999999967,NA,0.724403880394581
LC-2,0,0.7244038803945835,0,NA,0,0,7842,0.9999999999999967,NA,0.724403880394581
Leptothermofonsia,0,0.7244038803945835,0,NA,0,0,7844,0.9999999999999967,NA,0.724403880394581
Leuconostoc,0,0.7244038803945835,0,NA,0,0,7845,0.9999999999999967,NA,0.724403880394581
Limnofasciculus,0,0.7244038803945835,0,NA,0,0,7846,0.9999999999999967,NA,0.724403880394581
Litorimicrobium,0,0.7244038803945835,0,NA,0,0,7849,0.9999999999999967,NA,0.724403880394581
Mailhella,0,0.7244038803945835,0,NA,0,0,7852,0.9999999999999967,NA,0.724403880394581
Mesonia,0,0.7244038803945835,0,NA,0,0,7854,0.9999999999999967,NA,0.724403880394581
Methylomirabilis,0,0.7244038803945835,0,NA,0,0,7856,0.9999999999999967,NA,0.724403880394581
Oceanococcus,0,0.7244038803945835,0,NA,0,0,7857,0.9999999999999967,NA,0.724403880394581
PCC-6303,0,0.7244038803945835,0,NA,0,0,7858,0.9999999999999967,NA,0.724403880394581
PXBQ01,0,0.7244038803945835,0,NA,0,0,7859,0.9999999999999967,NA,0.724403880394581
Palsa-1382,0,0.7244038803945835,0,NA,0,0,7860,0.9999999999999967,NA,0.724403880394581
Parasedimentitalea,0,0.7244038803945835,0,NA,0,0,7862,0.9999999999999967,NA,0.724403880394581
Pedobacter_B,0,0.7244038803945835,0,NA,0,0,7863,0.9999999999999967,NA,0.724403880394581
Photorhabdus,0,0.7244038803945835,0,NA,0,0,7864,0.9999999999999967,NA,0.724403880394581
Pontibrevibacter,0,0.7244038803945835,0,NA,0,0,7868,0.9999999999999967,NA,0.724403880394581
Pseudolachnospira,0,0.7244038803945835,0,NA,0,0,7869,0.9999999999999967,NA,0.724403880394581
Pseudomonas_P,0,0.7244038803945835,0,NA,0,0,7870,0.9999999999999967,NA,0.724403880394581
RI-106,0,0.7244038803945835,0,NA,0,0,7871,0.9999999999999967,NA,0.724403880394581
SHZZ01,0,0.7244038803945835,0,NA,0,0,7872,0.9999999999999967,NA,0.724403880394581
SZUA-22,0,0.7244038803945835,0,NA,0,0,7873,0.9999999999999967,NA,0.724403880394581
Sansalvadorimonas,0,0.7244038803945835,0,NA,0,0,7874,0.9999999999999967,NA,0.724403880394581
Scybalomonas,0,0.7244038803945835,0,NA,0,0,7876,0.9999999999999967,NA,0.724403880394581
Serratia_F,0,0.7244038803945835,0,NA,0,0,7878,0.9999999999999967,NA,0.724403880394581
Spartinivicinus,0,0.7244038803945835,0,NA,0,0,7879,0.9999999999999967,NA,0.724403880394581
TMED109,0,0.7244038803945835,0,NA,0,0,7880,0.9999999999999967,NA,0.724403880394581
Tenebrionibacter,0,0.7244038803945835,0,NA,0,0,7881,0.9999999999999967,NA,0.724403880394581
Teredinibacter,0,0.7244038803945835,0,NA,0,0,7883,0.9999999999999967,NA,0.724403880394581
Thiomargarita,0,0.7244038803945835,0,NA,0,0,7884,0.9999999999999967,NA,0.724403880394581
Thioploca,0,0.7244038803945835,0,NA,0,0,7885,0.9999999999999967,NA,0.724403880394581
Tityobacter,0,0.7244038803945835,0,NA,0,0,7886,0.9999999999999967,NA,0.724403880394581
UBA12481,0,0.7244038803945835,0,NA,0,0,7888,0.9999999999999967,NA,0.724403880394581
UBA1930,0,0.7244038803945835,0,NA,0,0,7890,0.9999999999999967,NA,0.724403880394581
UBA5005,0,0.7244038803945835,0,NA,0,0,7891,0.9999999999999967,NA,0.724403880394581
UBA6053,0,0.7244038803945835,0,NA,0,0,7892,0.9999999999999967,NA,0.724403880394581
UBA6054,0,0.7244038803945835,0,NA,0,0,7893,0.9999999999999967,NA,0.724403880394581
UBA6680,0,0.7244038803945835,0,NA,0,0,7894,0.9999999999999967,NA,0.724403880394581
UBA7441,0,0.7244038803945835,0,NA,0,0,7895,0.9999999999999967,NA,0.724403880394581
UBA8079,0,0.7244038803945835,0,NA,0,0,7896,0.9999999999999967,NA,0.724403880394581
UBA8248,0,0.7244038803945835,0,NA,0,0,7897,0.9999999999999967,NA,0.724403880394581
UBA8363,0,0.7244038803945835,0,NA,0,0,7898,0.9999999999999967,NA,0.724403880394581
